Adult Mortality,BMI,HIV/AIDS,GDP,Income composition of resources,Schooling,Diphtheria,thinness  1-19 years,Life expectancy
7.0,65.9,0.1,3997.25624,0.904,19.5,93.0,0.3,81.1
72.0,65.3,0.1,38426.5581,0.901,19.7,95.0,0.3,86.0
71.0,64.8,0.1,33691.34837,0.899,20.3,93.0,0.3,89.0
73.0,64.3,0.1,282.94193,0.895,19.3,92.0,0.3,85.0
75.0,63.8,0.1,31287.77865,0.894,19.5,89.0,0.3,81.0
76.0,63.2,0.1,3259.73471,0.891,19.2,88.0,0.3,81.0
76.0,62.6,0.1,2667.86452,0.888,19.1,89.0,0.3,79.9
78.0,62.1,0.1,2775.89515,0.886,18.9,89.0,0.3,79.9
79.0,61.5,0.1,2542.39935,0.884,18.4,89.0,0.3,79.2
82.0,6.9,0.1,21913.7817,0.881,18.2,9.0,0.3,79.1
83.0,6.3,0.1,16874.31232,0.873,17.5,9.0,0.3,78.7
83.0,59.6,0.1,13882.85683,0.868,17.4,9.0,0.3,78.5
87.0,58.9,0.1,13641.1272,0.864,17.2,9.0,0.3,78.6
145.0,54.0,0.1,295.966488,0.642,11.7,98.0,1.8,74.8
148.0,53.2,0.1,1975.46477,0.636,11.6,98.0,1.8,74.5
157.0,52.4,0.1,1847.19849,0.63,11.5,98.0,1.8,73.9
157.0,51.7,0.1,1792.3845,0.625,11.5,98.0,1.8,73.9
147.0,5.9,0.1,1682.957924,0.62,11.5,98.0,1.8,74.5
154.0,5.2,0.1,1526.497938,0.614,11.4,98.0,1.9,73.2
163.0,49.4,0.2,1464.497754,0.613,11.3,98.0,1.9,73.2
169.0,48.6,0.2,1518.85386,0.607,11.1,97.0,1.9,72.5
173.0,47.9,0.2,1344.31871,0.601,11.0,93.0,2.0,72.5
17.0,47.1,0.3,124.992617,0.597,11.0,88.0,2.0,73.0
194.0,46.4,0.3,1175.116225,0.592,11.0,86.0,2.0,71.2
194.0,45.7,0.3,191.55157,0.587,11.0,79.0,2.1,71.0
198.0,44.9,0.3,115.565314,0.583,11.0,86.0,2.1,76.0
197.0,44.2,0.4,11.147277,0.577,10.7,85.0,2.2,75.0
193.0,43.5,0.4,143.6758,0.57,10.4,87.0,2.2,73.0
192.0,42.8,0.4,116.2743,0.562,10.1,83.0,2.2,73.0
22.0,19.3,0.4,358.99731,0.351,5.4,65.0,9.6,61.8
223.0,18.9,0.5,43.646498,0.345,5.3,68.0,9.8,61.4
227.0,18.5,0.6,416.14838,0.341,5.3,67.0,1.0,69.0
232.0,18.1,0.7,391.515524,0.331,5.1,71.0,1.3,63.0
241.0,17.7,0.7,375.5819866,0.323,4.8,75.0,1.5,59.4
252.0,17.3,0.9,348.151511,0.312,4.5,7.0,1.7,58.2
263.0,16.9,1.1,341.2894618,0.307,4.2,71.0,11.0,57.1
272.0,16.5,1.3,354.8185998,0.298,4.0,67.0,11.2,56.0
276.0,16.1,1.4,292.55962,0.293,3.8,57.0,11.4,55.2
277.0,15.7,1.5,258.463873,0.286,3.7,51.0,11.6,54.5
278.0,15.4,1.6,25.383731,0.278,3.5,45.0,11.9,53.7
279.0,15.0,1.6,232.5661574,0.27,3.1,43.0,12.1,52.9
28.0,14.6,1.6,215.8548,0.266,3.0,41.0,12.3,52.1
282.0,14.3,1.6,177.828384,0.261,2.9,39.0,12.5,51.4
283.0,13.9,1.6,165.257247,0.255,2.9,36.0,12.7,56.0
284.0,13.6,1.5,158.455972,0.253,2.8,34.0,12.8,50.0
344.0,25.4,3.7,2655.157977,0.525,10.0,49.0,9.8,54.5
362.0,24.7,3.9,3221.678128,0.521,10.0,49.0,1.1,53.6
367.0,24.1,3.9,2996.96432,0.514,9.8,46.0,1.4,53.2
374.0,23.5,4.4,2755.297787,0.507,9.7,42.0,1.7,52.7
375.0,22.8,4.7,2527.9423,0.5,9.6,48.0,11.0,52.3
374.0,22.2,4.8,2327.3267,0.492,9.5,54.0,11.3,52.0
376.0,21.6,4.9,197.661422,0.487,9.3,63.0,11.7,51.6
386.0,21.0,5.0,1383.893354,0.481,9.2,53.0,12.0,59.0
388.0,2.4,5.2,1136.829645,0.477,9.1,42.0,12.3,55.0
396.0,19.9,5.3,119.743286,0.466,9.0,4.0,12.6,49.8
4.0,19.3,5.4,87.8938738,0.463,8.9,36.0,12.9,49.2
47.0,18.8,5.4,648.815852,0.445,8.5,33.0,13.2,48.5
41.0,18.3,5.4,512.65719,0.0,8.1,29.0,13.5,48.1
49.0,17.8,5.3,459.4572117,0.0,7.7,25.0,13.8,47.7
48.0,17.3,5.1,351.7996666,0.0,8.0,27.0,14.1,47.4
45.0,16.9,4.9,379.1193264,0.0,7.6,29.0,14.3,47.1
59.0,61.2,0.1,7455.24654,0.948,17.7,95.0,0.8,81.8
61.0,6.8,0.1,975.49856,0.945,17.7,93.0,0.8,81.6
62.0,6.3,0.1,1291.435,0.942,17.5,94.0,0.8,81.5
61.0,59.8,0.1,11563.727,0.941,17.6,95.0,0.7,81.3
67.0,59.4,0.1,1574.9861,0.939,17.6,94.0,0.7,81.1
66.0,58.9,0.1,87646.75346,0.936,17.4,93.0,0.7,81.0
67.0,58.5,0.1,817.77681,0.936,17.4,94.0,0.7,89.0
67.0,58.0,0.1,9688.5961,0.936,17.6,94.0,0.7,86.0
67.0,57.5,0.1,85128.65759,0.934,17.6,93.0,0.7,85.0
7.0,57.0,0.1,74114.69715,0.931,17.5,94.0,0.8,84.0
73.0,56.5,0.1,66775.3944,0.929,17.6,91.0,0.8,81.0
77.0,55.9,0.1,5757.26916,0.924,17.5,92.0,0.8,79.8
78.0,55.3,0.1,5111.65445,0.918,17.1,92.0,0.8,79.4
81.0,54.6,0.1,4361.1538,0.916,17.1,93.0,0.8,78.9
82.0,54.0,0.1,38549.58934,0.917,17.5,91.0,0.8,78.8
85.0,53.3,0.1,38146.71539,0.911,17.1,9.0,0.8,78.5
99.0,54.6,0.1,16627.36433,0.795,13.7,99.0,7.1,76.6
11.0,53.5,0.1,2458.45226,0.796,13.7,99.0,7.1,76.4
12.0,52.8,0.1,21268.7564,0.796,13.7,98.0,7.0,76.2
14.0,52.3,0.1,22134.916,0.797,13.7,98.0,7.0,76.0
15.0,52.0,0.1,2986.36,0.797,13.6,99.0,6.9,75.8
16.0,51.8,0.1,1928.74739,0.797,13.5,99.0,6.9,75.6
18.0,51.5,0.1,16784.34616,0.782,12.4,98.0,6.9,75.4
19.0,51.1,0.1,2275.3536,0.765,11.9,99.0,6.9,75.2
113.0,5.6,0.1,1585.13226,0.753,11.5,99.0,7.0,74.9
115.0,5.1,0.1,1448.55,0.748,11.6,98.0,7.0,74.7
118.0,49.5,0.1,12376.97936,0.742,11.5,99.0,7.0,74.3
122.0,48.9,0.1,1129.28886,0.734,11.5,99.0,7.1,74.0
127.0,48.1,0.1,969.8126,0.725,11.2,99.0,7.1,73.6
13.0,47.3,0.1,8629.11774,0.716,11.0,99.0,7.1,73.3
134.0,46.5,0.1,8476.61511,0.705,10.7,99.0,7.1,72.9
138.0,45.9,0.1,861.18596,0.0,10.4,99.0,7.2,72.6
161.0,25.4,0.1,1431.244865,0.548,8.1,72.0,19.2,66.4
162.0,24.7,0.1,1316.98966,0.542,7.8,72.0,19.4,66.2
163.0,23.9,0.1,1272.44161,0.538,7.7,72.0,19.6,66.0
165.0,23.2,0.1,1261.28967,0.529,7.6,72.0,19.8,65.7
167.0,22.5,0.1,1226.215314,0.525,7.5,74.0,2.0,65.5
172.0,21.9,0.1,14.142268,0.521,7.5,82.0,2.2,65.1
175.0,21.3,0.1,16.63999,0.514,7.3,71.0,2.5,64.8
177.0,2.6,0.1,139.31288,0.513,7.3,62.0,2.7,64.6
178.0,2.1,0.1,95.4327931,0.505,6.7,75.0,2.8,64.4
179.0,19.5,0.1,873.772727,0.501,6.5,78.0,21.0,64.2
2.0,18.9,0.1,711.4699463,0.487,6.1,77.0,21.2,62.9
183.0,18.4,0.1,649.848233,0.474,5.6,65.0,21.4,63.7
185.0,17.9,0.1,563.594342,0.465,5.6,67.0,21.6,63.5
187.0,17.4,0.1,499.8633,0.457,5.5,68.0,21.8,63.2
189.0,16.9,0.1,51.6568157,0.45,5.4,65.0,22.0,63.0
19.0,16.4,0.1,533.8624114,0.445,5.3,62.0,22.2,62.8
118.0,57.8,0.1,13134.4367,0.785,13.0,73.0,1.9,77.8
119.0,57.1,0.1,12593.7374,0.78,13.0,8.0,1.9,77.6
118.0,56.3,0.1,11685.97983,0.773,12.9,8.0,1.9,77.5
12.0,55.6,0.1,1589.82713,0.765,12.8,85.0,1.9,77.2
121.0,54.9,0.1,927.723171,0.758,12.9,87.0,2.0,77.3
122.0,54.2,0.1,7937.259931,0.756,12.8,94.0,2.0,76.5
127.0,53.4,0.1,7429.628274,0.755,12.8,85.0,2.0,76.8
127.0,52.7,0.1,6973.9284,0.75,12.8,86.0,2.0,76.5
124.0,51.9,0.2,668.8667,0.743,12.9,85.0,2.1,76.4
125.0,51.1,0.1,5348.518399,0.744,12.9,88.0,2.1,76.2
122.0,5.3,0.1,4916.54886,0.74,12.9,92.0,2.1,75.8
123.0,49.5,0.2,4591.892776,0.733,12.8,95.0,2.2,75.8
126.0,48.6,0.1,4267.13578,0.728,12.8,98.0,2.2,75.5
125.0,47.8,0.2,4126.14671,0.725,12.6,99.0,2.3,75.7
124.0,46.9,0.1,446.372833,0.721,12.4,99.0,2.3,75.5
121.0,45.9,0.2,46.29935,0.716,12.1,98.0,2.4,75.7
275.0,48.6,0.6,1764.97387,0.515,10.0,73.0,1.3,62.9
278.0,47.9,0.7,2182.716565,0.511,10.0,73.0,1.3,62.7
281.0,47.2,0.8,229.95364,0.506,10.0,79.0,1.3,62.4
284.0,46.4,1.0,271.318741,0.501,9.9,74.0,1.3,62.2
285.0,45.7,1.0,177.867119,0.494,9.9,72.0,1.3,62.0
286.0,44.9,1.1,1366.879112,0.485,9.6,67.0,1.4,61.8
288.0,44.2,1.1,1166.66337,0.477,9.2,73.0,1.4,61.6
29.0,43.4,1.3,1178.72469,0.469,8.9,63.0,1.4,61.4
295.0,42.7,1.4,956.668952,0.461,8.6,71.0,1.4,61.1
299.0,41.9,1.5,854.346921,0.454,8.2,72.0,1.4,68.0
37.0,41.1,1.5,77.5773486,0.446,7.9,72.0,1.4,64.0
314.0,4.4,1.5,637.3616215,0.439,7.6,62.0,1.5,59.9
321.0,39.6,1.4,588.3582595,0.433,7.2,68.0,1.5,59.6
327.0,38.9,1.4,511.665773,0.428,6.9,61.0,1.5,59.3
331.0,38.2,1.3,539.41528,0.422,6.6,55.0,1.5,59.1
335.0,37.5,1.1,631.9468526,0.418,6.2,59.0,1.6,58.9
146.0,5.2,0.2,419.367724,0.692,12.3,93.0,2.0,74.0
147.0,49.4,0.2,4712.822736,0.688,12.3,87.0,2.0,73.9
148.0,48.6,0.2,4479.95858,0.679,12.3,86.0,2.0,73.8
148.0,47.9,0.1,3855.537735,0.679,12.3,87.0,2.0,73.6
15.0,47.1,0.1,3988.11894,0.675,12.3,89.0,2.1,73.4
152.0,46.4,0.1,3225.591754,0.664,12.4,89.0,2.1,73.2
155.0,45.6,0.1,2599.596259,0.663,12.1,85.0,2.1,73.0
157.0,44.9,0.1,359.992184,0.654,11.9,89.0,2.1,72.7
159.0,44.2,0.1,2312.192926,0.649,12.0,95.0,2.2,72.5
161.0,43.5,0.2,189.71539,0.648,12.1,98.0,2.2,72.3
163.0,42.8,0.2,157.145691,0.646,12.3,96.0,2.3,72.1
165.0,42.0,0.2,148.527976,0.639,12.1,92.0,2.3,71.9
166.0,41.3,0.1,1174.779347,0.642,12.7,86.0,2.4,71.7
168.0,4.6,0.1,1148.229882,0.632,12.2,87.0,2.4,71.5
17.0,39.8,0.1,1417.26582,0.624,11.8,89.0,2.5,71.2
172.0,39.1,0.1,1545.626423,0.625,11.6,86.0,2.5,79.0
123.0,55.6,0.1,63.343259,0.737,13.4,9.0,1.1,75.5
125.0,54.9,0.1,6491.5245,0.735,13.4,88.0,1.1,75.3
125.0,54.2,0.1,6583.116248,0.731,13.4,88.0,1.1,75.3
129.0,53.6,0.1,6387.785281,0.725,13.4,95.0,1.1,74.9
133.0,52.9,0.2,5771.565878,0.721,13.4,91.0,1.1,74.5
14.0,52.2,0.2,522.493191,0.708,13.3,93.0,1.1,73.7
14.0,51.5,0.3,4166.93387,0.706,13.3,93.0,1.2,73.8
138.0,5.8,0.3,428.87811,0.7,13.2,93.0,1.2,73.9
133.0,5.2,0.3,3611.2147,0.696,13.2,93.0,1.2,74.0
134.0,49.5,0.4,3171.49856,0.693,13.0,94.0,1.2,74.2
148.0,48.8,0.4,2754.7829,0.692,13.0,77.0,1.3,72.8
151.0,48.1,0.4,2448.143899,0.685,12.8,86.0,1.3,72.2
152.0,47.4,0.4,218.25997,0.686,13.3,94.0,1.3,72.1
144.0,46.7,0.4,259.192958,0.686,13.9,95.0,1.4,72.6
142.0,46.1,0.5,1981.243653,0.677,13.4,9.0,1.4,72.4
154.0,45.4,0.5,1996.719689,0.674,13.5,98.0,1.4,71.4
211.0,25.4,0.1,2878.33837,0.679,11.7,6.0,1.0,68.5
214.0,24.8,0.1,2842.938353,0.676,11.7,67.0,1.0,68.4
219.0,24.3,0.1,276.289146,0.671,11.7,89.0,1.0,68.1
217.0,23.7,0.1,2581.818554,0.666,11.6,88.0,1.0,68.1
218.0,23.1,0.1,2352.518156,0.669,11.5,87.0,1.0,68.0
218.0,22.6,0.1,2129.499242,0.662,11.4,79.0,1.0,67.9
219.0,22.1,0.1,1825.341521,0.661,11.7,87.0,1.0,68.0
217.0,21.6,0.1,1919.466195,0.655,11.5,91.0,1.0,67.5
216.0,21.1,0.1,1672.685433,0.648,11.4,87.0,1.0,67.5
219.0,2.6,0.1,1391.772325,0.646,11.5,88.0,1.0,67.3
223.0,2.1,0.1,1194.697155,0.642,11.6,89.0,1.0,67.0
218.0,19.6,0.1,179.3715,0.636,11.6,88.0,1.0,67.3
217.0,19.2,0.1,11.553196,0.631,11.6,84.0,1.0,67.2
221.0,18.7,0.1,1.68135,0.625,11.4,79.0,1.0,66.8
221.0,18.3,0.1,957.287441,0.622,11.4,79.0,1.0,66.8
219.0,17.8,0.1,138.91977,0.618,11.4,78.0,1.0,66.8
117.0,61.7,0.1,12565.9876,0.852,16.4,98.0,1.9,77.5
12.0,61.1,0.1,14341.675,0.85,16.4,98.0,1.9,77.3
12.0,6.4,0.1,1378.54911,0.838,15.4,99.0,2.0,77.1
125.0,59.7,0.1,13145.1484,0.834,15.3,99.0,2.0,76.8
128.0,59.1,0.1,13893.18768,0.829,15.4,99.0,2.0,76.7
13.0,58.4,0.1,12599.52486,0.822,15.1,99.0,2.1,76.3
136.0,57.8,0.1,11527.59323,0.818,15.1,99.0,2.1,75.7
14.0,57.2,0.1,141.44688,0.813,15.0,99.0,2.2,75.5
144.0,56.6,0.1,1126.31852,0.808,15.0,99.0,2.2,75.3
144.0,56.0,0.1,94.7726,0.803,15.0,99.0,2.3,75.2
144.0,55.5,0.1,821.251569,0.797,14.8,99.0,2.3,75.0
143.0,55.0,0.1,6681.178818,0.8,15.5,99.0,2.4,74.9
142.0,54.5,0.1,5693.52416,0.796,15.3,99.0,2.4,74.7
145.0,54.0,0.1,5196.932921,0.79,15.0,99.0,2.5,74.5
149.0,53.6,0.1,4981.198619,0.784,14.7,98.0,2.5,74.2
153.0,53.1,0.1,4492.72764,0.777,14.6,98.0,2.5,73.7
76.0,61.6,0.1,1922.681,0.841,16.6,98.0,0.7,81.1
78.0,6.9,0.1,2277.53613,0.837,16.8,98.0,0.7,89.0
79.0,6.2,0.1,21618.73534,0.827,16.3,98.0,0.7,86.0
81.0,59.5,0.1,2577.4264,0.824,16.3,98.0,0.7,83.0
85.0,58.8,0.1,23196.18375,0.818,16.2,97.0,0.7,82.0
88.0,58.1,0.1,22538.6548,0.812,16.0,98.0,0.7,79.6
9.0,57.3,0.1,2363.97161,0.809,16.0,96.0,0.7,79.3
92.0,56.5,0.1,24815.6884,0.804,15.8,97.0,0.7,79.0
94.0,55.7,0.1,2278.5845,0.797,15.4,97.0,0.7,78.7
96.0,54.9,0.1,19821.44463,0.793,15.4,97.0,0.7,78.5
11.0,54.1,0.1,18784.9485,0.79,15.4,93.0,0.7,77.7
99.0,53.3,0.1,1845.5881,0.792,15.9,95.0,0.7,78.0
15.0,52.5,0.1,15772.7334,0.789,15.8,99.0,0.7,77.3
17.0,51.7,0.1,12882.28897,0.788,15.9,98.0,0.8,77.2
11.0,5.9,0.1,11729.14616,0.782,15.7,97.0,0.8,76.9
11.0,5.1,0.1,1152.39681,0.777,15.5,96.0,0.8,76.6
68.0,69.3,0.1,66346.52267,0.855,13.4,99.0,5.2,78.2
69.0,68.4,0.1,86852.7119,0.854,13.4,89.0,5.2,78.1
7.0,67.7,0.1,8834.87958,0.843,13.4,97.0,5.1,77.9
72.0,67.0,0.1,88564.82298,0.837,13.4,92.0,5.1,77.8
74.0,66.5,0.1,85948.746,0.827,12.4,93.0,5.1,77.5
76.0,66.0,0.1,736.22784,0.825,12.0,97.0,5.0,77.3
79.0,65.6,0.1,61478.23813,0.828,11.8,99.0,5.0,77.0
82.0,65.2,0.1,82967.37228,0.825,11.7,97.0,5.0,76.8
83.0,65.1,0.1,675.61258,0.83,12.6,94.0,4.9,76.7
83.0,65.0,0.1,6256.55926,0.835,13.7,96.0,4.9,76.6
84.0,65.1,0.1,51488.49529,0.83,13.7,97.0,4.8,76.6
84.0,65.0,0.1,41818.35256,0.826,13.5,96.0,4.8,76.6
85.0,64.7,0.1,34176.98183,0.815,12.8,92.0,4.8,76.5
85.0,64.1,0.1,2999.65492,0.807,12.2,96.0,4.8,76.4
87.0,63.3,0.1,2843.63635,0.809,12.6,93.0,4.8,76.3
88.0,62.4,0.1,29986.2915,0.808,13.0,8.0,4.8,76.2
64.0,31.7,0.1,1764.97387,0.677,12.3,98.0,1.5,82.3
66.0,31.2,0.1,1764.97387,0.677,12.3,99.0,1.5,82.0
68.0,3.8,0.1,1764.97387,0.677,12.3,99.0,1.5,81.7
69.0,3.4,0.1,1764.97387,0.677,12.3,99.0,1.5,81.2
72.0,3.0,0.1,1764.97387,0.677,12.3,99.0,1.5,81.1
74.0,29.5,0.1,1764.97387,0.677,12.3,94.0,1.5,87.0
75.0,29.1,0.1,1764.97387,0.677,12.3,94.0,1.5,86.0
75.0,28.6,0.1,1764.97387,0.677,12.3,94.0,1.5,83.0
77.0,28.2,0.1,1764.97387,0.677,12.3,91.0,1.5,79.8
79.0,27.7,0.1,1764.97387,0.677,12.3,98.0,1.5,79.4
84.0,27.2,0.1,1764.97387,0.677,12.3,96.0,1.6,78.7
89.0,26.7,0.1,1764.97387,0.677,12.3,88.0,1.6,78.2
95.0,26.2,0.1,1764.97387,0.677,12.3,97.0,1.6,77.6
99.0,25.7,0.1,1764.97387,0.677,12.3,97.0,1.6,77.1
17.0,25.2,0.1,1764.97387,0.677,12.3,97.0,1.6,76.7
116.0,24.7,0.1,1764.97387,0.677,12.3,97.0,1.6,76.0
157.0,53.4,0.1,1764.97387,0.677,12.3,87.0,2.7,72.1
162.0,52.7,0.1,1764.97387,0.677,12.3,9.0,2.7,71.8
163.0,52.1,0.1,1764.97387,0.677,12.3,9.0,2.7,71.7
175.0,51.5,0.1,1764.97387,0.677,12.3,92.0,2.7,79.0
177.0,5.9,0.1,1764.97387,0.677,12.3,93.0,2.8,77.0
219.0,5.4,0.1,1764.97387,0.677,12.3,9.0,2.8,68.8
218.0,49.9,0.1,1764.97387,0.677,12.3,85.0,2.9,69.0
228.0,49.5,0.1,1764.97387,0.677,12.3,9.0,2.9,68.9
237.0,49.1,0.1,1764.97387,0.677,12.3,92.0,3.0,68.3
242.0,48.7,0.1,1764.97387,0.677,12.3,97.0,3.1,68.0
248.0,48.3,0.1,1764.97387,0.677,12.3,98.0,3.1,67.3
225.0,47.9,0.1,1764.97387,0.677,12.3,98.0,3.2,68.0
226.0,47.6,0.1,1764.97387,0.677,12.3,98.0,3.3,67.6
225.0,47.2,0.1,1764.97387,0.677,12.3,97.0,3.4,67.5
228.0,46.8,0.1,1764.97387,0.677,12.3,97.0,3.5,67.6
235.0,46.5,0.1,1764.97387,0.677,12.3,95.0,3.6,67.1
133.0,6.7,0.1,8958.788593,0.798,14.7,89.0,2.5,75.0
135.0,59.9,0.1,12.27733,0.797,14.7,94.0,2.6,74.8
138.0,59.2,0.1,9585.266593,0.794,14.7,92.0,2.7,74.6
138.0,58.4,0.1,8558.39766,0.797,15.3,91.0,2.8,74.4
139.0,57.7,0.1,92.277825,0.798,15.7,89.0,2.9,74.3
153.0,56.9,0.1,8297.483621,0.797,15.8,94.0,3.0,73.4
158.0,56.3,0.1,822.18329,0.795,15.4,95.0,3.0,73.1
159.0,55.6,0.1,1136.47356,0.78,14.7,96.0,3.1,73.1
154.0,55.0,0.1,8214.185378,0.766,14.1,96.0,3.2,72.9
157.0,54.4,0.1,5828.745662,0.755,13.7,97.0,3.2,72.5
162.0,53.9,0.1,4676.315183,0.745,13.4,97.0,3.3,71.9
165.0,53.4,0.1,3552.92452,0.733,12.9,97.0,3.4,71.7
174.0,52.9,0.1,2774.95586,0.722,12.5,97.0,3.5,71.1
178.0,52.4,0.1,2124.873613,0.714,12.0,98.0,3.7,77.0
179.0,51.9,0.1,1839.72945,0.708,11.7,99.0,3.8,78.0
175.0,51.4,0.1,1668.162731,0.703,11.5,99.0,4.0,77.0
222.0,6.5,0.1,9329.298351,0.805,15.0,97.0,2.3,75.0
225.0,59.9,0.1,14125.961,0.803,14.9,97.0,2.3,73.0
229.0,59.3,0.2,15543.67653,0.799,14.6,97.0,2.3,70.0
237.0,58.7,0.3,15154.45687,0.792,14.3,97.0,2.3,69.6
242.0,58.1,0.3,14212.687,0.785,14.0,97.0,2.3,69.4
256.0,57.5,0.2,1674.98771,0.773,13.7,97.0,2.3,68.4
261.0,57.0,0.3,8562.89598,0.776,14.0,98.0,2.3,68.2
278.0,56.6,0.3,11635.2637,0.769,13.9,98.0,2.3,67.5
282.0,56.1,0.3,911.25385,0.761,13.8,98.0,2.4,67.3
3.0,55.7,0.3,692.194398,0.754,13.8,98.0,2.4,66.4
327.0,55.3,0.3,5323.473877,0.748,13.7,98.0,2.4,65.0
321.0,55.0,0.3,412.372294,0.741,13.6,97.0,2.5,64.9
322.0,54.7,0.4,2975.132778,0.733,13.2,96.0,2.6,64.6
313.0,54.5,0.3,2375.5944,0.727,12.8,97.0,2.7,64.8
38.0,54.2,0.3,21.362386,0.72,12.5,96.0,2.8,65.1
37.0,54.0,0.2,1771.58662,0.709,12.1,96.0,2.9,65.0
227.0,21.4,0.4,71.348397,0.493,10.8,98.0,5.7,66.1
23.0,2.8,0.4,76.5699517,0.488,10.8,98.0,5.8,65.7
233.0,2.1,0.5,688.8768557,0.485,10.8,98.0,5.9,65.2
239.0,19.5,0.7,678.796973,0.475,10.5,98.0,6.1,64.6
247.0,18.9,1.3,617.317648,0.464,10.2,97.0,6.3,63.8
26.0,18.3,2.3,563.491487,0.454,10.0,97.0,6.5,62.8
288.0,17.7,2.8,539.1538211,0.447,10.2,97.0,6.6,61.0
282.0,17.1,3.7,5.6687264,0.438,10.4,97.0,6.7,68.0
295.0,16.5,5.0,44.853339,0.424,10.1,97.0,6.8,59.6
328.0,15.9,6.2,342.3656294,0.404,9.3,99.0,6.8,57.6
37.0,15.4,7.1,287.931877,0.388,8.8,95.0,6.8,55.3
397.0,14.9,7.7,236.9114381,0.371,8.2,89.0,6.9,53.4
48.0,14.5,8.1,212.6619491,0.359,7.6,96.0,7.0,52.0
415.0,14.1,8.0,196.59778,0.343,7.2,88.0,7.2,57.0
438.0,13.7,8.1,21.569654,0.332,7.1,77.0,7.4,48.6
426.0,13.2,8.5,216.172747,0.318,6.6,9.0,7.6,48.3
138.0,47.5,0.1,1764.97387,0.735,13.1,99.0,4.3,75.2
139.0,46.7,0.1,1764.97387,0.723,13.1,99.0,4.3,75.0
141.0,45.9,0.1,1764.97387,0.734,13.1,99.0,4.3,74.8
142.0,45.2,0.1,1764.97387,0.735,13.0,98.0,4.3,74.7
143.0,44.5,0.1,1764.97387,0.733,12.9,99.0,4.3,74.6
147.0,43.8,0.1,1764.97387,0.724,12.8,97.0,4.3,74.2
147.0,43.0,0.1,1764.97387,0.717,12.7,95.0,4.3,74.3
149.0,42.2,0.1,1764.97387,0.71,12.6,96.0,4.3,74.1
151.0,41.3,0.1,1764.97387,0.707,12.8,99.0,4.3,73.9
155.0,4.4,0.1,1764.97387,0.694,12.4,85.0,4.3,73.5
16.0,39.6,0.2,1764.97387,0.689,12.2,95.0,4.4,73.1
166.0,39.0,0.2,1764.97387,0.686,12.3,91.0,4.4,72.6
171.0,38.4,0.2,1764.97387,0.684,12.4,9.0,4.4,72.2
174.0,37.9,0.1,1764.97387,0.681,12.5,74.0,4.4,72.0
178.0,37.3,0.3,1764.97387,0.684,12.6,99.0,4.5,71.8
183.0,36.8,0.4,1764.97387,0.0,12.8,7.0,4.5,71.6
156.0,54.1,0.1,1764.97387,0.72,13.3,98.0,3.5,73.2
157.0,53.1,0.1,1764.97387,0.72,13.3,98.0,3.5,73.1
161.0,52.2,0.1,1764.97387,0.717,13.3,97.0,3.5,72.7
159.0,51.2,0.1,1764.97387,0.713,13.3,96.0,3.5,72.8
16.0,5.3,0.1,1764.97387,0.712,13.3,96.0,3.5,72.7
162.0,49.3,0.1,1764.97387,0.711,13.3,99.0,3.5,72.5
165.0,48.4,0.2,1764.97387,0.709,13.3,99.0,3.6,72.3
167.0,47.5,0.3,1764.97387,0.704,13.3,99.0,3.6,72.1
17.0,46.6,0.3,1764.97387,0.702,13.3,99.0,3.6,71.9
173.0,45.7,0.3,1764.97387,0.695,13.3,99.0,3.7,71.7
177.0,44.7,0.2,1764.97387,0.692,13.3,99.0,3.7,71.4
181.0,43.8,0.4,1764.97387,0.689,13.2,99.0,3.8,71.2
184.0,42.9,0.4,1764.97387,0.682,13.0,99.0,3.8,71.0
186.0,42.0,0.4,1764.97387,0.677,12.9,99.0,3.9,79.0
186.0,41.0,0.7,1764.97387,0.673,12.8,99.0,3.9,79.0
186.0,4.1,0.7,1764.97387,0.0,12.7,98.0,4.0,79.0
125.0,74.7,0.1,4149.363444,0.702,12.9,66.0,0.2,74.0
128.0,74.3,0.1,4178.973369,0.701,12.9,63.0,0.2,73.8
131.0,73.8,0.1,4219.65123,0.7,12.9,67.0,0.2,73.6
136.0,73.4,0.1,4234.554443,0.698,12.9,64.0,0.2,73.2
139.0,72.9,0.1,3942.9827,0.693,12.9,65.0,0.2,73.0
144.0,72.5,0.1,3453.487434,0.69,12.9,62.0,0.2,72.6
172.0,72.0,0.1,335.112838,0.691,12.9,49.0,0.2,76.0
146.0,71.4,0.1,359.82223,0.688,12.9,26.0,0.2,72.5
149.0,7.9,0.1,322.543121,0.682,12.9,53.0,0.2,72.2
153.0,7.3,0.1,287.963899,0.677,12.7,39.0,0.2,72.0
16.0,69.7,0.1,2571.262348,0.671,12.6,49.0,0.2,71.6
162.0,68.9,0.1,2351.33814,0.665,12.4,55.0,0.2,71.4
169.0,68.2,0.1,197.29417,0.659,12.3,83.0,0.2,79.0
174.0,67.4,0.1,1631.41727,0.653,12.1,86.0,0.2,76.0
175.0,66.5,0.1,1555.47451,0.645,12.0,85.0,0.2,75.0
18.0,65.6,0.1,154.68923,0.64,12.1,95.0,0.2,72.0
19.0,3.9,0.2,1624.63963,0.565,11.2,96.0,5.5,67.5
191.0,3.1,0.2,1821.878734,0.562,11.1,95.0,5.6,67.3
192.0,29.3,0.2,1619.532678,0.559,11.0,97.0,5.7,67.1
194.0,28.5,0.5,138.949959,0.553,10.8,96.0,5.9,66.9
